x
0.065581884
0.393491305
0.721400726
0.786982611
0.786982611
1.049310147
1.049310147
1.049310147
1.049310147
1.049310147
1.049310147
1.180473916
1.311637684
1.311637684
1.377219568
1.442801453
1.442801453
1.508383337
1.508383337
1.508383337
1.573965221
1.573965221
1.573965221
1.639547105
1.639547105
1.639547105
1.70512899
1.70512899
1.70512899
1.70512899
1.70512899
1.70512899
1.770710874
1.770710874
1.770710874
1.770710874
1.836292758
1.836292758
1.836292758
1.836292758
1.836292758
1.836292758
1.836292758
1.836292758
1.901874642
1.901874642
1.967456526
1.967456526
1.967456526
1.967456526
1.967456526
1.967456526
2.033038411
2.033038411
2.098620295
2.098620295
2.098620295
2.098620295
2.098620295
2.098620295
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.164202179
2.229784063
2.229784063
2.229784063
2.229784063
2.229784063
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.295365947
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.360947832
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.426529716
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.4921116
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.557693484
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.623275369
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.688857253
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.754439137
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.820021021
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.885602905
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
2.95118479
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
3.016766674
